 FDIC Cert, Institution Name, Bank Holding Company, Total Assets, Cash and due from depository institutions, Interest-Bearing bank balances, Loan Loss Allowance, Net Income,  Percent Net Loans Charged-off:Construction & development,  Percent Net Loans Charged-off: Commercial real estate,  Percent Net Loans Charged-off: Multi-family residential,  Percent Net Loans Charged-off: 1-4 family residential,  Percent Net Loans Charged-off: Home equity loans,  All other 1-4 family - Percent of loans charged-off,  Percent Net Loans Charged-off: Commercial and industrial,  Percent Net Loans Charged-off: Loans to individuals,  Percent Net Loans Charged-off: Credit card loans,  Percent Net Loans Charged-off: Other loans to individuals,  Percent Net Loans Charged-off:Coml. RE not secured by RE, Net Loans, All real estate loans,  Farm loans,  Commercial and industrial loans,  Loans to individuals, All Other Loans and Leases,  Noncurrent loans to loans,  Percent Loans Noncurrent: Commercial real estate,  Percent Loans Noncurrent: Multifamily residential,  Percent Loans Noncurrent: 1-4 family residential,  Percent Loans Noncurrent: Home equity loans,  Percent of loans noncurrent - All other family,  Percent Loans noncurrent:Commercial and industrial loans,  Percent Loans Noncurrent: Loans to individuals,  Percent Loans Noncurrent: Credit card loans,  Percent Loans Noncurrent: Other loans to individuals,  Percent Loans Noncurrent:Commercial RE not secured by RE, Tier 1 leverage ratio, Tier 1 Risk-Based ratio, Total risk-based ratio, Yield on Earnings Assets, Efficiency Ratio, Non-Interest Income to Average Assets, Net charge-offs to loans and leases
35456,1st Colonial Community Bank,1ST COLONIAL BCORP INC,574936,46348,45500,6671,3350,0.114536488914074,-1.67754085930353E-02,2.78328747840553,0.180464048128005,0.135168131714804,0.19061900344385,5.4465235309758,0.136320261734903,,0.136320261734903,,417576,391823,0,25664,3994,2766,1.38881359208197,1.52079713633795,1.529924692826,0.572947501003254,0.481781288656438,0.593379441834223,9.38668952618454,0,,0,,8.24897044985973,NA,14.4430181939949,4.53043782627332,65.5444625029023,0.502812699363056,0.513158191323598
11706,1st Community Bank,ILLINOIS HOLDING CO,65371,9936,7811,475,435,0,0,,0,,0,0,0,,0,,46396,32456,10512,2292,1426,185,0.864073734291993,0,,4.4774427567445,,4.4774427567445,0,0.350631136044881,,0.350631136044881,,9.94372333666152,NA,14.4663382594417,4.34710165453122,83.5420393559928,0.122475897371479,0
27552,1st Constitution Bank,1ST CONSTITUTION BCORP,1585704,13871,12278,9271,14227,0,1.86898746731764E-02,0,0,0,0,0.134143367109377,0,,0,,1212684,892631,47,325991,1485,1801,0.368016825496847,0.621904390895431,0,0.564949137423306,1.54823469322607,0.35038347137374,0.116567635302815,0,,0,,10.5392000906207,NA,11.6708390959542,4.91799012080627,62.1354194573934,0.598896575675299,4.82244866899414E-02
34393,1st Equity Bank,FIRST EQUITY CORP,96826,18310,15018,1136,1178,0,0,0,0,0,0,-1.46013111977456E-02,0,,0,,75954,63678,0,13375,50,0,5.61845842574219,2.11540949670074,0,0,0,0,29.9439252336449,0,,0,,15.2890849957533,NA,21.0558089616313,4.66192446306156,63.26341764343,0.195745923819338,-2.56842278293745E-03
57611,1st Equity Bank Northwest,NORTHWEST EQUITY CORP,41041,5998,3985,404,273,0,0,0,0,0,0,0,0,,0,,34383,31968,0,2733,88,0,1.06355457184742,5.07196710075394,0,0,0,0,0,0,,0,,21.3016307001269,NA,29.07803680199,4.73055158919033,79.5811518324607,0.530665034357476,0
31410,"1st Federal Savings Bank of SC, Inc.",FIRST CAROLINA BANCSHARES M H C,97007,5888,4745,857,496,0,0,,0,0,0,-5.77200577200577,5.96231814929645E-02,,5.96231814929645E-02,,80314,79175,0,105,1570,331,0.22911765068181,0,,0.277919658684614,0,0.29544220511674,0,6.36942675159236E-02,,6.36942675159236E-02,,9.33604887983707,NA,17.6687555953447,4.79841131582855,84.5975068666807,1.02762275200949,1.28062289497612E-02
1673,1st Financial Bank USA,,661796,41202,31676,26051,9384,0.437744521353725,0,,0,,0,0,5.33881766517556,5.34740443763177,0,0,487384,51848,5056,847,453421,2263,3.02102505672578,0,,0,,0,0,3.32582743190104,3.33145552352233,0,0,25.666464834724,NA,29.5987443517699,21.3302805594471,70.7995273729815,2.7812446754773,4.87248421274262
6646,1st National Bank,,203154,19937,13332,1303,1491,0,0,0,0,0,0,0,2.36310299869622,,2.36310299869622,,137985,132463,0,5507,1271,47,0.625323071621389,0,0,1.2431136357149,6.97690643968464E-02,1.54486569895753,0,0,,0,,7.50847207897451,NA,13.4542972983822,4.46621732621608,84.7874512715797,2.74072254750343,2.06637480903847E-02
57633,1st Security Bank of Washington,FS BCORP INC,1712897,66600,53675,13229,23364,0,0,0,-1.33742979162309E-03,-1.43267159824068E-02,3.01230587194808E-04,1.39548578420483,0.139984197044675,0,0.140868484248433,0,1406058,917189,227,116889,326153,61147,0.213350403241407,0.507887468988438,0,0.374444124186774,0,0.422842197035745,0,0.151156052527495,0,0.151909655353044,0,11.5627425950265,NA,14.6397954264395,5.80523140069534,64.1202530250601,1.21529623930919,0.144877144181734
9087,1st Source Bank,1ST SOURCE CORP,6622194,88996,21781,111254,96358,0,-1.18559970597127E-02,0,-2.13962249213956E-03,4.55160956293169E-03,-5.19366393774251E-03,0.141384016320305,0.324324794957076,,0.324324794957076,0,4994550,1548770,55618,3157048,139443,204925,0.226036878814776,0.220063146198355,0,0.692135801573583,0.267597646558446,0.873654725792642,0.131356887826856,0.346378089972247,,0.346378089972247,0,11.0327478013249,NA,13.566422971973,4.7440021227488,57.5093380291425,1.58298807953178,0.100379126073239
57626,1st State Bank,1ST STATE FINANCIAL LTD,323664,89551,82937,3162,2928,0,0.757296761778299,0,-0.144585082124327,-1.21713729308666E-02,-0.212616939316624,0.14978131927386,0.598444045481747,66.6666666666667,0,,212850,114083,0,100907,562,473,1.8159935192686,2.28750537766579,10.930576070901,3.52373080436769,0.2710027100271,5.06183122957647,1.0940767241123,0,,0,,9.66203334146969,NA,12.1459126275725,4.91408855010261,63.9963308362636,0.524692665370421,0.337779962970025
22543,1st State Bank of Mason City,FIRSTATE BCORP INC,24888,2149,1357,355,-65,,0,,0,,0,0,2.4429102496017,,2.4429102496017,,8242,5118,1464,290,1725,0,2.59392811445853,0,,5.76153640970926,,5.76153640970926,0,0.405797101449275,,0.405797101449275,,13.8302507029981,NA,32.9971836104297,3.54172960424849,73.9336492890995,0.268493444924323,0.498904579076376
8426,1st Summit Bank,1ST SUMMIT BCORP JOHNSTOWN INC,1103543,8910,164,5505,10884,0,0.502063715388253,0,0.021342462601856,0.053683268714584,1.92545263540553E-02,-1.18656719637903E-02,0.445828464120941,1.22299225438239,0.343857933184583,,562735,421631,774,97783,30242,17810,0.464240461776714,0.720545880604102,1.62381596752368,0.558895990903296,5.21618175495537E-02,0.590926908972344,0.117607355061718,0.234772832484624,0.905846829536097,0.142862513628332,,9.90043628022145,NA,19.1093319907121,3.96994701665045,63.5161404335532,0.490942434466554,0.130100591903635
57869,"1st Trust Bank, Inc.",,268796,45429,42897,1594,851,0,0.140667133787715,0,9.22979377430345E-02,0,9.53055786913301E-02,0.562720525611388,0.356673549840436,,0.356673549840436,,202256,142070,35,53484,5267,3035,2.2462982672114,2.26346167896544,0,1.44653843158633,0,1.49596311434151,4.17134096178296,1.02525156635656,,1.02525156635656,,8.53390530113125,NA,12.4038348339279,4.30394678637548,81.5378660817959,0.352222170437329,0.224034970563628
31249,1st United Bank,J&B FINANCIAL HOLDINGS INC,144428,5082,3843,704,2244,0,0,0,0,0,0,0,0,,0,,74448,49989,5986,15013,2717,1448,6.25399190972962E-02,0.184133202742409,0,0,0,0,0,0,,0,,11.7753910473582,NA,18.4401614596297,4.16020022785787,59.2178770949721,1.03889946381632,0
9751,21st Century Bank,DOLPHIN FAMILY MANAGEMENT CO,530719,8180,6366,2431,6485,0,0,0,0,0,0,0.171399253561926,0,,0,,443968,342248,0,103327,395,429,0.311604640691399,6.68766559629983E-02,0,0,0,0,1.03845074375526,0,,0,,11.9769690247248,NA,16.8054584688326,4.50190352622697,54.2240719479525,0.815681610140339,3.59919378059315E-02
16910,22nd State Bank,FEB BANCSHARES INC,140311,11298,8703,1461,-1299,-0.140629394668583,1.23552123552124,0,7.94929991338004E-02,0,8.45446541540578E-02,-0.018092670659116,0.783308409883928,,0.783308409883928,,97959,77747,6172,12941,2547,13,2.39891369945685,6.67708333333333,0,1.2316399407088,0.819672131147541,1.25003519243222,0,3.92618767177071E-02,,3.92618767177071E-02,,10.7894563571319,NA,16.1262669557763,4.8595499587498,109.034079451502,0.304283031338322,0.432925011710267
91005,5Star Bank,LITTLE LONDON BCORP,271474,4987,53,3015,2662,0,0,0,0,0,0,0.251056072828092,0,,0,,231562,214303,712,19855,567,5,0,0,0,0,0,0,0,0,,0,,14.7965608743235,NA,17.6389027265783,5.73108870541765,61.6193302246715,0.393741990052653,2.29932399874437E-02
35029,AB&T,COMMUNITY CAPITAL BANCSHARES,195255,25547,20508,1934,1840,0,-2.13921131557218E-03,0,0.153515505066012,0.635644302215988,2.36212567689664E-02,-1.37924185833531E-02,2.34170101161484E-02,,2.34170101161484E-02,,162167,116277,6233,37354,4193,45,0.514317402087739,1.52858453072455E-02,0,0.269230769230769,0,0.339825232737449,1.92215023826096,0,,0,,8.91743499430229,NA,11.7942685397895,4.81209097790759,69.6737766624843,0.555495974085878,3.78525562265593E-02
32257,Abacus Federal Savings Bank,,353374,46766,42632,2993,2032,,0,0,0,0,0,0,0,0,0,,294094,297920,0,18,124,0,7.68293951278756E-02,0,0,0.103605845360358,0,0.105643386677861,0,0,0,0,,11.8592335355401,NA,23.0199166280686,4.39186735535248,78.3883070189151,0.547958273733661,3.46471533898775E-03
30332,Abbeville Building & Loan (A State-Chartered Savings Bank),,53909,1888,1635,492,96,0,,,8.91750038217859E-02,0,9.78200111794298E-02,,0,,0,,44014,44487,0,0,19,0,2.4086640003595,,,4.33338733192937,1.18464052287582,4.6799136845891,,10.5263157894737,,10.5263157894737,,27.4021286441462,NA,38.4118932221692,5.08980234027736,95.6725930895673,1.63838914618216,5.12395081007222E-02
30619,"Abbeville First Bank, SSB",,78451,4346,3423,599,-752,0,-2.65870052277819,0,0.11198401212873,0,0.115806727480046,7.3978099139012,-0.153186274509804,,-0.153186274509804,,47987,45153,0,2686,734,13,0.500144074424731,0,0,0.630799854215145,0,0.651437505428646,0,2.45231607629428,,2.45231607629428,,9.20629105278308,NA,17.8146038322113,4.36295829045074,136.596653613386,0.470199809364642,9.82217591090005E-02
19795,AbbyBank,ABBY BCORP INC,549882,20659,14546,5696,2931,0,8.13113900995251E-04,0,0.21750310961477,0.737276225145727,0.160816141920245,0.134782999371013,0.523247122140828,,0.523247122140828,0,419743,367291,29000,19704,3384,6060,0.655323089796657,0,0,1.60974259618046,1.4885760443111,1.62260130542867,0,0.384160756501182,,0.384160756501182,0,8.36770344408044,NA,11.2338576140566,4.59538091422038,69.8772321428571,0.297559475467065,8.86128734399666E-02
26590,ABINGTON BANK,HOMETOWN FINANCIAL GROUP MHC,565988,22764,18288,411,2282,0,0,0,0,0,0,0,0,,0,,429899,421443,0,8132,715,20,0.512421277683531,0.723492518149044,0,0.646914270872875,0.248607796340493,0.663588791427465,0,0,,0,,11.5313926710772,NA,17.1648477390244,4.42507516323129,73.4137854445843,0.259849545580719,1.14370282940643E-03
19600,"Academy Bank, National Association",DICKINSON FINANCIAL CORP II,2095381,255601,206565,18832,16069,-0.277114316253414,5.39597527229208E-03,0,5.2217548751609E-03,4.31418792602606E-02,0,0.286870199997417,8.68166773435832,1.17720379475106,10.4733248466613,0,1558825,1116292,1483,362807,19222,77853,0.652106256302859,0.37617446174115,0,0.301301341859155,0.415535672397038,0.287194597099914,1.66589950028528,5.72260950993653E-02,0.103305785123967,4.90256158842996E-02,0,13.1931653192392,NA,16.2586957341591,4.8212315960635,72.4617843600687,3.8166163412957,0.511579296492611
4061,ACB Bank,ALFALFA COUNTY BANCSHARES INC,129366,7389,693,1198,1545,0,0,,4.61141170683719E-02,,4.61141170683719E-02,1.43544020166184,2.41527373102285,,2.41527373102285,,94903,52554,32361,8525,2539,122,6.74186532918492,9.93912287240651E-02,,2.95037280525936,,2.95037280525936,3.58944281524927,1.41788105553367,,1.41788105553367,,10.5222526730227,NA,13.1819676940446,5.26970693106054,50.472118296811,0.595747935148363,1.64088092317388
58727,Access Bank,3MV BCORP INC,658907,107518,102778,7250,6739,0,0,0,0,0,0,-0.493663965794391,0,,0,0,472501,362163,4562,106446,2130,4450,0.445230963562348,0,0,0.861900299657093,0,1.16153205661948,1.22033707231836,0,,0,,10.2547584938193,NA,12.4410674314494,4.916635302018,66.3624046209798,0.904575189955711,-0.101342605857646
58562,AccessBank Texas,ACCESS BCORP INC,466940,33683,30807,4932,1357,0,-5.81739883155605E-02,0,0,0,0,1.00698825584781,0.131051293476267,0.373134328358209,0.102540063867811,,324072,271030,1537,47105,9224,108,2.28173517647202,3.13895089285714,0,0,0,0,5.89746311431907,4.33651344319167E-02,0,4.77726024125164E-02,,10.7169933203838,NA,14.8613698380417,4.73779518254621,77.9697624190065,0.39307235023064,0.148379308538994
7506,ACNB Bank,ACNB CORP,1706094,114356,97478,13835,23593,0,1.50865635958558E-02,0,8.04456804266006E-02,0.262746381555022,3.25114005050742E-02,1.35936425252638E-02,0.989380178230789,,0.989380178230789,,1261172,1112256,6319,77624,13436,65372,0.402978179727641,0.777009162233038,0,0.283083146400842,9.07012688922413E-02,0.334512705049855,0.0888900340101,0.141411134266151,,0.141411134266151,,9.92597514954574,NA,15.2792143415521,4.51552878069809,57.6147534096956,0.689505397498103,5.64846291299833E-02
18489,Adams Bank & Trust,ADAGE LLC,839145,58290,44460,11512,10704,0,-5.97815105352956E-02,0,2.37434942825666E-03,0,2.74425718446531E-03,1.51609716161343E-02,0.406809362873952,,0.406809362873952,,729399,481977,149946,83971,15909,9108,0.136453636131735,0,0,6.90030591356217E-03,5.31600708800945E-02,0,0.139333817627514,0.232572757558615,,0.232572757558615,,11.1822219220183,NA,13.4927361733813,5.69698663288888,66.4357578756391,0.788746782776012,1.87870422454273E-02
90140,Adams Community Bank,,630130,16313,8891,3870,4163,0,0,0,8.98416461178604E-02,6.70218826446835E-02,9.15077840338001E-02,-8.98391878537418E-02,0.778956875141115,,0.778956875141115,0,533013,518748,0,9169,8851,115,0.580945941666993,0.863357130997842,1.94750211685013,0.571006591879066,0.758725341426404,0.558083387501161,3.27189442687316E-02,0.418031860806688,,0.418031860806688,0,8.55402779245912,NA,14.8478275159403,4.24964664643245,79.2756236850015,0.37201669956274,8.85348704802949E-02
14311,Adams County Bank,FIRST KENESAW CO,185262,6305,3693,1211,2618,0,0,0,0,,0,-2.77592715967133E-02,0,,0,,107671,49394,50597,6420,1362,1109,0.442681067577745,0,0,0,,0,3.42679127725857,0,,0,,9.86562592629187,NA,14.5077250005672,4.54480288495118,47.8388421670252,0.245730504420847,-1.88208369249764E-03
9812,Adams State Bank,,48987,4012,2724,283,634,0,0,,0,,0,0,0.521623672230652,,0.521623672230652,0,35236,17979,11505,3819,2157,59,3.37847349306005E-02,0,,0,,0,0,0.556328233657858,,0.556328233657858,0,19.7588107699349,NA,25.8361584779639,4.62548683728343,65.1450053705693,0.281788095352295,3.13878568942001E-02
28380,Adirondack Bank,ADIRONDACK BCORP INC,815388,20423,0,2862,4696,0,0.110197964521153,0,4.61248584543406E-03,0,5.64145188405688E-03,0.339521779960991,0.72047423620611,,0.72047423620611,,525170,421358,0,97171,10410,0,1.86524344016985,5.17242787264101,0,1.17860280384181,0,1.41809638436497,0.348869518683558,0,,0,,7.87407104806964,NA,16.2597403801791,4.11933826169112,87.9492731209403,0.577735259007999,0.110386082148308
8251,Adrian Bank,ADRIAN BANCSHARES INC,140485,9250,7628,1254,3057,0,-2.18118365566381E-02,,8.55810238343152E-02,,8.55810238343152E-02,3.05355943244509E-02,0.127075567604202,,0.127075567604202,,96574,63754,16937,9428,7414,295,0.906693380218342,1.78292148889584,,7.61509172724126E-02,,7.61509172724126E-02,0,0.674399784192069,,0.674399784192069,,11.5859235390958,NA,17.240976748711,4.83894550611905,53.0821917808219,0.574622908112381,0.045156683189112
8822,Adrian State Bank,ADRIAN BUILDING CORP,54856,6931,4863,470,906,0,0,0,0,,0,0,0,,0,,43996,18761,21984,3161,557,3,1.34934556739981E-02,0,0,0,,0,0.189813350205631,0,,0,,9.15483811114204,NA,11.9188354653727,5.20167240531235,56.7519066846119,0.203372065282433,-1.18246918485304E-02
10375,Advantage Community Bank,ADVANTAGE CMTY BANCSHARES INC,155121,26672,22850,1160,1812,0,0,0,-8.14790069338635E-03,-5.35045478865704E-02,0,0,0,,0,,93036,70294,6666,13330,3351,555,0,0,0,0,0,0,0,0,,0,,12.7947592409197,NA,19.8292888011107,4.02210463958166,57.0719146588192,0.418119121667966,-2.15781853177711E-03
34885,"Affiliated Bank, National Association",SBH MANAGER LLC,973107,106432,99561,3935,7521,0,0,0,4.28871270857082E-04,0,4.38657287588982E-04,-1.23884778896641E-02,0.270393943175673,,0.270393943175673,0,797404,667431,0,119019,5003,11471,0.292555708884029,0,0,0.916883018518596,0,0.935265385308736,0.121829287760778,0,,0,,11.4390052165888,NA,12.9602615928972,6.15914088445398,75.1007391126339,1.22481826500471,6.14180024627254E-03
57264,AFFINITY BANK,ABB FINANCIAL GROUP INC,327080,26030,25085,2816,2060,0,0,0,0,,0,9.53459444235824E-02,-2.40137221269297,,-2.40137221269297,,258037,117063,0,143652,426,0,1.99126142581977E-02,0,0,0,,0,3.61985910394565E-02,0,,0,,9.42785067096562,NA,11.7504381305065,4.6503889471772,71.6367713004484,3.60458988698813E-02,4.60633323167632E-02
35267,AIG Federal Savings Bank,,36369,1406,0,0,3127,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,95.2308856926571,NA,575.642379443858,2.46956272102097,31.6341583346992,14.6980532488845,
3304,AIMBank,AIM BANCSHARES INC,1775803,47512,14639,13123,22001,0,7.13134689873988E-02,0,7.04332184730078E-03,,7.04332184730078E-03,8.52461526149692E-02,0.247121369987444,,0.247121369987444,,1146760,773222,138745,223020,19182,5734,0.067074574339406,0.153490269090547,0,0.135557426406587,,0.135557426406587,0,0,,0,,9.49932654978438,NA,13.9781142544666,5.23889770372533,54.7945400255936,0.682922284499749,6.44380420462106E-02
35314,Alamerica Bank,ALAMERICA BANCCORP INC,19584,4269,3627,168,-1144,0,3.91087935529746,0,0,0,0,-0.61922454034486,29.9319727891156,,29.9319727891156,,11811,9826,0,1962,137,69,6.34483908620977,0,0,21.8380870066263,0,50.7702612190221,0,2.18978102189781,,2.18978102189781,,15.5602682974946,NA,21.3067453193126,5.12309173428689,416.897506925208,-1.29642410789233,1.31883387320685
13947,Alamosa State Bank,ALAMOSA BCORP LTD,253177,47764,43568,2255,5043,0,0.246319601282141,0,0,0,0,0.047346243075612,-0.168708745439592,0,-0.17246211222972,,130234,91515,20198,11215,9269,415,0.250354417398124,1.02847853949795,0,0,0,0,0,3.23659510195275E-02,0,3.31601635901404E-02,,10.4451303584858,NA,19.6589042419557,4.15500083303195,48.1135822081017,0.22262443297283,5.35354014313837E-02
17230,Albany Bank and Trust Company National Association,ALBANK CORP,617722,142187,135699,5028,6688,0,0,0,0,0,0,-8.96914613728773E-02,-0.500751126690035,,-0.500751126690035,0,419800,386551,0,37343,364,767,0.387507528986598,0.897615356127323,0,0.862857370074357,0,1.04166666666667,0,0,,0,0,15.957281678982,NA,23.2630485832774,4.0926163951457,53.9006039006039,0.114354345779118,-8.13564491024757E-03
17622,Alden State Bank,,204817,9581,1522,2851,2614,-5.43124049532913E-02,0.157550258532472,0,-0.208080593932684,-1.24232862076677E-02,-0.24479861234158,0.122116179454422,0.888625592417062,0.672043010752688,0.909563409563409,,143726,132061,0,8881,5335,300,0.280398698295094,0.479069411494605,0,0.130636082454421,0,0.15585963464668,0.202679878392073,0.224929709465792,0,0.246558454900349,,12.6664225558404,NA,17.8563887982495,4.88129989684924,59.3127437546116,0.66041572796255,3.39976473628025E-02
9831,Alden State Bank,,344720,8530,2375,3507,4781,0,1.28516102141356,0,8.11990391447035E-02,,8.11990391447035E-02,1.75783686980264,1.34334255235085,,1.34334255235085,,280294,247631,26,31468,4570,106,4.37736301140588,8.55650088505682,0,4.98387008584395,,4.98387008584395,6.35566289564002E-02,0.897155361050328,,0.897155361050328,,12.8000114099894,NA,19.53877313164,4.86833708100454,52.5691699604743,0.459613409828296,0.454079058093556
3931,"Alerus Financial, National Association",ALERUS FINANCIAL CORP,2354874,144006,107645,23924,34089,-6.06207565470417E-03,-3.99966936066619E-02,0,3.46563635628051E-02,4.42893333569543E-02,3.22254725036622E-02,1.10400896420923,0.442231255743088,,0.442231255743088,,1744201,1202454,36365,426289,86526,16491,0.442728879462708,0.34795215657847,0,0.226534851917195,7.67106474378644E-02,0.262691673284868,1.14054080682354,8.09005385664425E-03,,8.09005385664425E-03,,10.199766555896,NA,13.153552072874,4.56978487627491,70.8881519005795,5.09819914233961,0.316145844523771
13080,Algonquin State Bank,FIRST ALGONQUIN CO,134197,12925,12185,632,587,0,0,0,-1.46474362104153E-02,0,-1.72279138144898E-02,0,0,,0,,85604,43164,0,3494,19780,19798,0,0,0,0,0,0,0,0,,0,,11.4633629497328,NA,15.5929757987213,3.70562525305864,90.2788844621514,0.381046531835547,-3.50631136044881E-03
20093,All America Bank,,467458,16147,10465,3627,6649,0,0,0,0.215545747135446,0,0.225712790733464,0.020771883178929,0.674468628094353,,0.674468628094353,,372309,274717,61300,25472,11001,3446,1.32708758937692,0.773348463170359,0,0.661625708884688,0,0.686309923112648,0.164886934673367,1.01808926461231,,1.01808926461231,,8.9105170910284,NA,11.8337769111176,5.95059553415826,54.7662501754879,0.483528251928964,0.473436876879466
58629,Allegiance Bank,ALLEGIANCE BANCSHARES INC,4985690,342596,129249,29438,55611,7.46883289980153E-03,4.63231788914538E-03,0,4.34717256948845E-02,0,4.76601761584735E-02,0.347796308261986,0.312791825706955,,0.312791825706955,0,3885872,3175725,4668,650695,43643,42420,0.72430192249418,0.440197985327502,0,0.471273626274578,0,0.520025069818181,1.14446860664367,0.348280365694384,,0.348280365694384,0,10.8945881035423,NA,14.3906361411276,5.47364413322413,58.7909046174034,0.278148441802304,7.38767795815742E-02
197,Alliance Bank,ALLIANCE BCORP,311229,16674,10747,3967,5357,0,0,0,-1.44768081533384E-02,-6.90575940334239E-02,0,-0.209973321036856,-0.072212593876372,,-0.072212593876372,,176227,98804,48538,24732,1328,6792,0.533314094808928,1.44407927497261,0,1.48384942029677,4.83651226158038,0.591966173361522,0,0,,0,,12.6406764907045,NA,18.64869852501,4.29593337297532,60.2947711450156,0.777961576887171,-3.07563604153339E-02
