 FDIC Cert, Institution Name, Bank Holding Company, Total Assets, Cash and due from depository institutions, Interest-Bearing bank balances, Loan Loss Allowance, Net Income,  Percent Net Loans Charged-off:Construction & development,  Percent Net Loans Charged-off: Commercial real estate,  Percent Net Loans Charged-off: Multi-family residential,  Percent Net Loans Charged-off: 1-4 family residential,  Percent Net Loans Charged-off: Home equity loans,  All other 1-4 family - Percent of loans charged-off,  Percent Net Loans Charged-off: Commercial and industrial,  Percent Net Loans Charged-off: Loans to individuals,  Percent Net Loans Charged-off: Credit card loans,  Percent Net Loans Charged-off: Other loans to individuals,  Percent Net Loans Charged-off:Coml. RE not secured by RE, Net Loans, All real estate loans,  Farm loans,  Commercial and industrial loans,  Loans to individuals, All Other Loans and Leases,  Noncurrent loans to loans,  Percent Loans Noncurrent: Commercial real estate,  Percent Loans Noncurrent: Multifamily residential,  Percent Loans Noncurrent: 1-4 family residential,  Percent Loans Noncurrent: Home equity loans,  Percent of loans noncurrent - All other family,  Percent Loans noncurrent:Commercial and industrial loans,  Percent Loans Noncurrent: Loans to individuals,  Percent Loans Noncurrent: Credit card loans,  Percent Loans Noncurrent: Other loans to individuals,  Percent Loans Noncurrent:Commercial RE not secured by RE, Tier 1 leverage ratio, Tier 1 Risk-Based ratio, Total risk-based ratio, Yield on Earnings Assets, Efficiency Ratio, Non-Interest Income to Average Assets, Net charge-offs to loans and leases
35456,1st Colonial Community Bank,1ST COLONIAL BCORP INC,553260,29612,29019,5247,2495,0,0.280765146058912,0,-1.24347361393401E-02,-1.31828535018786E-02,-1.22452160167425E-02,0.727264410927262,-0.329515142005335,,-0.329515142005335,,398270,367774,0,28159,4353,3231,0.55388001001197,0.584429137967022,0,0.49401546446351,0.56910213194414,0.475992833838572,0.585958308178557,0,,0,,7.54153402584504,NA,12.6859990505165,4.11332583114484,63.3487145682268,0.597128080639456,0.102157306929075
11706,1st Community Bank,ILLINOIS HOLDING CO,63562,6070,1922,457,148,0,0,,0,,0,0,0,,0,,45672,30957,9731,3998,1384,59,1.16412668820048,0,,0.297353553374963,,0.297353553374963,0,0,,0,,10.2447353443369,NA,13.9946337428635,3.93382890430832,84.9129593810445,0.114167579493034,0
27552,1st Constitution Bank,1ST CONSTITUTION BCORP,1228954,30651,26344,8498,4980,0,-3.83484596702032E-02,0,1.49982859101817E-02,0,1.90268232906438E-02,1.53394664287704E-02,0,,0,,900705,641591,45,265215,625,1727,0.980309127884532,1.11291761781982,0,1.44513777166079,1.09100135317997,1.54497228348334,1.24088004072168,0.32,,0.32,,11.2522493913412,NA,12.3737348474996,4.54040478447178,70.5457753538918,0.697607925700124,-8.46110951737831E-03
34393,1st Equity Bank,FIRST EQUITY CORP,99084,14110,10854,1042,608,,0,0,0,0,0,-1.41586237817684E-02,0,,0,,83103,70140,0,13905,119,0,5.42631053657146,0,2.19439623109348,0,0,0,29.0255303847537,0,,0,,14.8080199187525,NA,19.8014925938554,4.0355597145865,62.4467437614121,0.158499537709682,-2.35803638450141E-03
57611,1st Equity Bank Northwest,NORTHWEST EQUITY CORP,42427,7952,5965,394,113,,0,0,0,0,0,0,0,,0,,33820,32122,0,2002,96,0,7.97779076563413,0,21.0161662817552,0,0,0,0,0,,0,,19.9409329798614,NA,28.7459518389072,3.84618533406469,82.2327044025157,0.340437438791214,0
31410,"1st Federal Savings Bank of SC, Inc.",FIRST CAROLINA BANCSHARES M H C,88279,11076,10119,1099,814,0,0,0,-0.336380721816966,0,-0.359526079259158,-3.63636363636364,0.259515570934256,,0.259515570934256,,64618,63689,0,239,1723,67,0.617791168325269,0,,0.3271779515333,0.743264168473212,0.300766660114016,0,0,,0,,9.87433305251334,NA,19.2354381854968,4.23618915881387,90.5359729599227,1.03542573995154,-0.265080294670653
1673,1st Financial Bank USA,,663216,69499,59588,25373,4546,0,0,,0,,0,0,5.00623972573585,5.02009215765585,0,0,482648,17259,5561,1748,481522,1931,2.56623249826287,0,,0,,0,0,2.70247257653856,2.70750498827573,0,0,23.3764268680926,NA,27.8328356362562,21.1356392964273,76.0997367881854,2.69641032950847,4.77571539056458
6646,1st National Bank,,170198,6804,4176,1137,320,0,0,0,0,0,0,0,0.619195046439629,,0.619195046439629,,124266,119571,0,4631,1149,52,1.27748139996651,0,0,2.68197950847117,0.459987397605545,3.48593315398295,0,0,,0,,8.8310821065412,NA,13.4614077999728,4.05384702489193,91.1386593204775,2.21276053133349,5.00326602087474E-03
57633,1st Security Bank of Washington,FS BCORP INC,1131714,39512,36109,11571,8899,0,0,0,-8.38309206540336E-03,5.42083770011926E-03,-1.06412065945922E-02,-7.2413917955031E-03,-8.99167371014441E-04,0,-8.99171413542421E-04,0,936426,548873,0,93619,239820,66694,6.60691291730505E-02,0,0,0.115517624636958,0.48257519673165,5.92571423768418E-02,0,0.12926361437745,0,0.129265231405613,,12.2307852723776,NA,15.5746771467556,5.28038039443854,65.6767076792533,1.88435237940753,-3.40667397713668E-03
9087,1st Source Bank,1ST SOURCE CORP,6317315,149845,78743,103007,42949,0,-4.05263226258979E-03,0,8.87704231153447E-03,4.45345632070284E-02,-1.03924139024973E-02,1.77344352111858E-02,0.205164823284196,,0.205164823284196,0,4745051,1438437,45413,2995677,135913,232618,0.756199698930995,0.211088249316237,0,0.679429436119909,0.258646739770649,0.904016270652685,0.962186510762008,0.146417193351629,,0.146417193351629,0,10.6625344287296,NA,13.0158729013811,4.41691715785185,58.9680652830431,1.62574538939927,2.03994979764465E-02
57626,1st State Bank,1ST STATE FINANCIAL LTD,256286,46094,40821,2502,1283,0,1.62747639326051,0,-0.134511052324799,-2.62731532162718E-02,-0.190597204574333,-4.79171990799898E-03,0,0,0,,187844,99557,0,89480,1127,197,1.47352384954822,1.84881615896683,12.5932062966031,2.80407537643134,0,4.24805354459773,0.820295037997318,0,0,0,,9.53404264430507,NA,11.7063354382069,4.48536955544816,68.2559825960841,0.476389696615664,0.607702549716263
22543,1st State Bank of Mason City,FIRSTATE BCORP INC,27626,2162,1992,124,174,,0,,0,,0,0,0,,0,,9960,5781,1627,413,2263,0,1.82467274890916,0,,1.70900692840647,,1.70900692840647,12.1065375302663,2.65134776844896,,2.65134776844896,,13.7572840131746,NA,31.4050248039686,3.28085297194958,61.3122171945701,0.356921732163019,0
8426,1st Summit Bank,1ST SUMMIT BCORP JOHNSTOWN INC,1031033,8457,279,5874,5767,0,-0.143354825794828,0,0.022388152521362,3.74267060340167E-02,0.021317447886982,2.87205016514288E-02,0.487584021175077,1.0764477225157,0.409954537093002,,504123,381860,695,79111,28646,19685,0.518042262993704,1.28725558283529,0,0.373515410084504,0.254279335152568,0.381995906556567,0.121348485040007,1.12755707603156,0.325540100621486,1.23481220564372,,9.4762797518092,NA,18.9640127365849,3.79125462579892,60.9048585412439,0.493403160888281,1.61525960701916E-02
57869,"1st Trust Bank, Inc.",,252030,28189,22547,1824,768,0,0,0,0,0,0,0.130152784908062,0.38687213875814,,0.38687213875814,,201577,148556,646,47293,5321,1597,1.80224469429191,2.21332734799741,0,3.30415948371127,18.6997319034853,2.77917447547653,0.761212018691984,0.187934598759632,,0.187934598759632,,8.54187088359433,NA,11.8946756375114,4.21876232115164,73.9479905437352,0.3532311173607,3.99593081045802E-02
31249,1st United Bank,J&B FINANCIAL HOLDINGS INC,145171,8360,7139,464,756,0,0,0,0,0,0,0,0,,0,,68735,49700,2721,13288,3404,85,0.458099105478403,0.757040872362124,0,0.748159768311814,0,1.07452339688042,0,0,,0,,10.1912225927263,NA,17.6332372102958,3.67930324871017,64.9737876802097,0.956221903330454,0
9751,21st Century Bank,DOLPHIN FAMILY MANAGEMENT CO,455254,25529,23805,1982,1734,0,2.09204109117377E-02,0,0,0,0,0.659808655489908,0,,0,,347073,279367,23,67596,893,1176,0.793284725902795,0.611100490664628,0,0,0,0,2.40250902420262,0,,0,,12.4524721240998,NA,17.9878268668136,4.05703105127003,63.3586785527006,0.250842886041807,0.137492414127928
91005,5Star Bank,LITTLE LONDON BCORP,216769,5027,12,1807,1446,0,0,0,0,0,0,0,0,,0,,157619,139829,3562,16141,601,0,9.86679822397632E-02,1.70697619835063E-02,0,0,0,0,0.879747227557153,0,,0,,17.1264064486721,NA,22.1110475640171,4.91457172576443,55.8874086807048,0.365574868944858,0
27831,A J Smith Federal Savings Bank,AJS BCORP INC,191417,34017,29643,748,343,,-2.28555304740406,5.00610500610501,-1.25756284320986E-02,0,-1.30686211515633E-02,0,0,,0,0,98324,98981,0,13,78,0,1.30410206718346,0,26.8628678772699,0.930177412748712,0,0.966427019642097,0,0,,0,0,15.140284179003,NA,36.9978885081741,2.88089542262762,83.6378400324807,0.233586240905276,-0.037298538813383
35029,AB&T,COMMUNITY CAPITAL BANCSHARES,178303,28449,21466,1943,725,0,-0.420880341380721,0,-5.23907652544445E-03,0,-7.12639855571656E-03,-1.21845966390821E-02,-3.92875851231011E-02,,-3.92875851231011E-02,,140840,97102,6800,33653,5219,9,4.20218093190366E-02,0,0,0.160806174957118,0.218272528843156,0.140839984110361,0,0,,0,,8.17759533326132,NA,11.850443599493,4.24213419722181,72.7325921591574,0.552227298100062,-0.124756924836316
32257,Abacus Federal Savings Bank,,319977,24634,21092,2808,1000,,0,0,0,0,0,0,0,0,0,,274074,277372,0,19,119,0,0.100536917588555,0,0,0.148449851282189,0,0.1539325030981,0,1.68067226890756,1.68067226890756,,,12.1797750006236,NA,22.6356318007181,4.087247435841,77.0019313623533,1.02085637458657,0
30332,Abbeville Building & Loan (A State-Chartered Savings Bank),,58386,9704,9381,513,163,0,,,0.455818010438795,0,0.48459467544122,,0,,0,,38914,39407,0,0,20,0,1.379765135567,,,2.32378665752015,0,2.48863584186602,,10,,10,,23.8709785973886,NA,40.5280619297761,4.23918030279859,86.8982327848873,2.06449107706247,0.266605226779014
30619,"Abbeville First Bank, SSB",,77961,5374,4606,680,225,0,-2.92454669526223E-02,0,0.136085280108868,0,0.14162077104642,0,-0.266075388026608,,-0.266075388026608,,45628,44414,0,1156,729,9,0.241858858080677,0,0,0.313381385145722,0,0.325877647755888,0,0.274348422496571,,0.274348422496571,,11.5328390249042,NA,23.3627871749558,4.1669372871763,83.0447330447331,0.327722201673878,0.102902714059083
19795,AbbyBank,ABBY BCORP INC,498423,21449,13574,4255,2307,0,-1.81634345843903E-03,0,0,0,0,0.510421097405359,0,,0,0,377274,325222,27055,19523,2439,7290,0.91054677363975,8.95278721331332E-02,0,1.53014635109455,1.42256308758041,1.54206760424377,0.204886544076218,0.902009020090201,,0.902009020090201,0,8.97053010217915,NA,11.5887213561632,4.48154125705119,64.4357102751263,0.382277104247454,0.024192356111482
26549,Abington Bank,,313358,11700,9929,1461,805,0,0,0,0,0,0,0,-0.340136054421769,,-0.340136054421769,,240864,233802,0,7556,967,0,0.646239554317549,2.29835995600282E-02,0,1.13849765258216,0,1.20492216917045,0,0,,0,,9.98634761375097,NA,15.1489365681237,4.12481966485407,79.8416789396171,0.232429868633128,-1.66857393937793E-03
19600,"Academy Bank, National Association",DICKINSON FINANCIAL CORP II,1299900,141286,106041,13340,10082,0,-4.83601866703205E-03,0,-4.25599326607288E-03,-2.55489475253006E-02,0,4.91017709978268E-02,8.84838442419221,1.37916623132379,11.0362979739242,0,942507,658010,1391,238129,13836,44482,0.981642459514964,1.86465969659202,0,0.283855073239965,0.257936507936508,0.28911509841188,0.380046109461678,0.599884359641515,0.126023944549464,0.740949165259801,0,16.6031204476602,NA,21.7758313682083,4.46125565222549,66.2044227497966,4.87577319587629,0.650277302036412
4061,ACB Bank,ALFALFA COUNTY BANCSHARES INC,129827,2222,341,1288,1014,0,0,,0,,0,0,0.942161737764983,,0.942161737764983,,100283,56082,33350,9409,2498,239,2.1707456338971,6.16599979480866,,1.74932065217391,,1.74932065217391,1.03092783505155,4.00320256204964E-02,,4.00320256204964E-02,,8.51485927966936,NA,10.8066604169457,5.30123955030268,48.5416666666667,0.521834072821276,2.15889493852299
58727,Access Bank,3MV BCORP INC,511402,13267,5527,5329,2693,0,0,0,-3.29194023299621E-02,-0.143001847107192,0,4.53187893588965E-02,0,,0,0,428037,314641,5552,106230,4874,2070,0.111914640280963,0,0,0,0,0,0.456556528287678,0,,0,0,11.101209240668,NA,12.1919836857566,4.78548130802041,67.0542635658915,0.690785138169949,0.00519931904676
35189,Access National Bank,ACCESS NATIONAL CORP,2911865,124928,107582,16543,16652,0,0.171932572801359,0,-1.05258301923693E-02,0,-1.23015520458164E-02,-7.12770918946507E-02,0.170178282009724,,0.170178282009724,,2019011,1547493,23,463898,23607,533,0.205398628579738,0.134035542567294,0,0.123510110436018,0,0.142085372625634,0.359130670966462,0.110136823823442,,0.110136823823442,,8.9078447002617,NA,11.7587024599397,4.27299166176793,60.5007024730437,0.885123844014293,6.63847204501764E-02
58562,AccessBank Texas,ACCESS BCORP INC,360628,6835,3257,3368,970,0,-3.08540794878223E-02,0,0,0,0,-1.95376098990557E-02,0.220929376242728,1.70164492342598,0,,268009,212257,1182,52885,4911,142,1.13495248307705,0,0,0,0,0,5.82206674860546,0,0,0,,9.69409701312361,NA,13.5568502799861,4.51930828398422,70.9941184908908,0.441751242955642,-2.33117742591389E-03
7506,ACNB Bank,ACNB CORP,1611403,63053,44650,13143,10205,0,1.58842853876608E-02,0,0.177325610830405,0,0.222068998311895,2.73218083655996,0.457375174691907,,0.457375174691907,,1234920,1072536,5201,59510,14853,95963,0.493885324699154,0.855254908548054,0,0.294650440848172,0.177209701288541,0.323892721097856,6.72155940178121E-03,6.73264660337979E-03,,6.73264660337979E-03,,9.131071514215,NA,13.8646906744721,4.25104022981305,59.0653187238937,0.642662261270056,0.225550794880335
18489,Adams Bank & Trust,ADAGE LLC,772035,21250,10419,10826,4949,0,0,0,-3.50603476233467E-03,0,-3.97049919101079E-03,-5.47355361345764E-03,5.23948827664498E-02,,5.23948827664498E-02,,689899,448007,155300,72013,15361,10044,0.322094973063613,0.207836586889719,0,0,0,0,0.601280324385875,0,,0,,11.5409794464984,NA,13.4120762154499,5.40386281789721,64.735824086328,0.826309036901328,6.48117282834276E-02
90140,Adams Community Bank,,548661,10294,1253,3525,1083,0,0,0,5.47259449214937E-02,-6.28561850486088E-03,6.03002954714478E-02,-5.12601452370782E-02,0.506523407521105,,0.506523407521105,0,458895,444821,0,8670,8798,131,0.390770295402448,0,0,0.458038991906619,6.39345310402148E-02,0.492164944458439,0,0.102295976358263,,0.102295976358263,0,8.87176980578731,NA,14.5564975542617,4.02849845336491,83.8862038664323,0.371384501035974,5.52368055308079E-02
14311,Adams County Bank,FIRST KENESAW CO,163156,7206,4914,1208,600,0,0,0,0,0,0,-2.56377387514421E-02,0,,0,,95560,43061,43061,8134,1438,1074,1.47052744708995,0,0,0.949152542372881,0,0.954458685574039,1.52446520776986,0,,0,,9.46611155710721,NA,14.4824118830046,3.84901196560457,54.4719314938154,0.145965276482561,-4.16155142637175E-03
9812,Adams State Bank,,48776,4743,2628,293,355,0,0,,0,,0,0,-0.310988251554941,,-0.310988251554941,0,32259,16735,10907,2925,1919,66,6.14401572868026E-03,0,,0,,0,0,0.104220948410631,,0.104220948410631,0,19.5751512906015,NA,26.6125529373439,4.1989567009424,59.4866071428571,0.302348237981658,-1.81876970333845E-02
28380,Adirondack Bank,ADIRONDACK BCORP INC,805268,13820,0,3254,2356,0,0.146160867970693,0,-1.70660113318315E-03,0,-2.19362386662767E-03,2.14203649251261E-02,0.701385235840786,,0.701385235840786,,489459,379010,0,102959,11541,0,1.82995278717756,4.18546345903563,0,1.12494859895436,0.082814102058522,1.40667142841913,1.07518526792218,8.6647604193744E-03,,8.6647604193744E-03,,7.76324173911295,NA,15.5028022856925,3.73088769197777,80.1867425998278,0.630910869728821,6.10445167479797E-02
27015,Admirals Bank,LAZARES&COMPANY LLC,275928,38573,37090,1994,-2198,-14.1573033707865,0.292352727313616,0,0.80396914496795,1.29338219443846,0.774936061381074,-4.61219155968945E-02,1.15081731389895,,1.15081731389895,,224578,169092,0,4118,53362,0,2.61903500873894,5.94294102783159,0,2.73674389675012,8.18481848184818,2.46736292428198,0,0.215509163824444,,0.215509163824444,,9.27102310424586,NA,12.9701643274467,5.86776327498135,127.275462614713,0.545499450563217,0.454655726007849
8251,Adrian Bank,ADRIAN BANCSHARES INC,139673,11420,7773,1215,1348,0,0,,0,,0,2.29777881381331,1.24661770390414,,1.24661770390414,,93639,55727,21807,9949,7232,139,0.854998207771944,0.912460792700314,,0.376815565908468,,0.376815565908468,1.09558749623078,0.345685840707965,,0.345685840707965,,10.7555056021917,NA,16.6560840161663,4.40068070893345,42.6101141924959,0.510483904990929,0.353737147727878
8822,Adrian State Bank,ADRIAN BUILDING CORP,46755,4540,3903,375,412,,0,0,0,,0,0,0,,0,,38042,15312,18636,3661,788,20,3.38391857771299E-02,0,0,0,,0,0.355094236547391,0,,0,,9.29197994987469,NA,12.3341259492214,4.79744602691001,57.2967678746327,0.247729149463254,-2.07282526083051E-02
18152,Advantage Bank,SPENCER BANCSHARES INC,59862,1548,0,402,143,0,0,0,0,,0,0,0.943643512450852,,0.943643512450852,,34230,30037,298,3174,1168,21,3.73220358522105,4.72779369627507,0,1.5958815958816,,1.5958815958816,0,0,,0,,13.4084104518236,NA,18.0561912857734,5.21798750233053,90.5109489051095,0.765115183100934,3.37907601043759E-02
57072,Advantage Bank,,312076,32063,24531,2151,3146,0,0,0,0,0,0,0,0,,0,0,254041,221797,0,35432,802,6,0.121300433658739,0,0,0.479980371409732,0,0.50761421319797,0,0,,0,0,10.9131714615622,NA,14.6408375331647,5.75072826017037,49.7016544616219,6.98783876596074E-02,0
10375,Advantage Community Bank,ADVANTAGE CMTY BANCSHARES INC,143938,14648,12438,1172,907,0,0,0,0,0,0,0,0,,0,,97070,71532,7014,15716,3043,937,9.97536695099856E-02,0,0,0.389228691714989,0,0.457473625245075,0,0,,0,,12.3139878354504,NA,17.2119969614043,3.84733189400787,56.3269876819709,0.506855275460799,0
34885,"Affiliated Bank, National Association",BANCAFFILIATED INC,677326,40720,36121,7804,3187,0.394843604377734,0,0,0,0,0,8.47795731099142E-02,-2.34714235418378E-02,,-2.34714235418378E-02,0,608211,568561,0,42337,6804,9,0.139223907658934,0,0,0.251446817002594,0,0.254769628943987,0.692066041523963,0,,0,0,10.131239867399,NA,12.7196000890213,5.70006490030813,77.8220959457983,1.30587623990943,0.133699120989866
57264,AFFINITY BANK,ABB FINANCIAL GROUP INC,285879,16417,14409,2842,1016,0,-1.80542756662216E-02,0,0,,0,0,0,,0,,223790,112491,0,113723,702,0,0.113257769394842,0,0,0,,0,0.173227931025386,0,,0,,9.63188337239555,NA,11.5553153517452,4.29118533400301,70.2560735390676,0.112481253124479,-7.34765104780566E-03
35267,AIG Federal Savings Bank,,33660,2935,0,0,1311,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,97.180879592384,NA,510.764622973925,1.97544311317952,41.2940379403794,16.2688296639629,
3304,AIMBank,AIM BANCSHARES INC,1329122,96562,77827,11258,7872,0,0,0,1.05301953351235E-02,0,1.05321130710106E-02,6.89311448821159E-02,0.519368102142393,,0.519368102142393,,942776,648109,69235,215218,14671,6857,0.026727010316626,0,0,8.54152096398803E-02,,8.54152096398803E-02,9.75754816046985E-03,6.8161679503783E-03,,6.8161679503783E-03,,9.59569277803014,NA,13.2391312408642,4.63584263140222,65.4026807194409,0.752939552716233,3.34744692952019E-02
35314,Alamerica Bank,ALAMERICA BANCCORP INC,30535,6532,5484,422,-895,0,0,0,0,0,0,-1.3051422605064,0,,0,,18546,15013,0,3494,184,297,6.45144301664209,2.65753976243205,0,16.469387755102,0,37.3265494912118,0,32.0652173913043,,32.0652173913043,,15.2732000846663,NA,22.5069426912396,5.45770400038604,-905.61797752809,-4.03060161343137,-0.257457263478441
13947,Alamosa State Bank,ALAMOSA BCORP LTD,247336,52502,46441,2095,2450,0,0,0,0,0,0,0,0.187543955614597,5.0251256281407,7.20086410369244E-02,,128911,90751,16586,14832,8664,289,2.82179954546148E-02,0,0,0,0,0,0,0.427054478301016,0,0.436784322984299,,9.48439054127763,NA,18.0137782439826,3.92768853518358,45.2488687782805,0.19061383654659,1.24022995930495E-02
17230,Albany Bank and Trust Company National Association,ALBANK CORP,597291,92743,82564,4772,2793,0,0.190816500158001,0,0,0,0,-0.664561436583871,0.312825860271116,,0.312825860271116,0,421211,385306,0,40428,568,82,0.369385342789598,0.645208772876699,0.196872382016197,0.825229420627311,0,1.0787824529991,0,0,,0,0,15.4415939012192,NA,20.5401387512389,3.86378168195279,58.9711658204809,0.162458743295088,7.72391984388595E-03
17622,Alden State Bank,,192325,10432,1988,2497,1270,-6.23862750194957E-02,-0.277850418410042,0,0.074803174148023,0,8.74367904868772E-02,-0.120925947253253,0.342205323193916,-2.4174053182917,0.577756379393356,,142536,127256,0,12225,5133,419,0.728110154240759,0.879018829255796,0,0.53531570385503,0,0.624737852932736,0.752556237218814,0.311708552503409,0.232018561484919,0.31901318587835,,12.9662742503953,NA,17.7256822493714,4.82392859630444,60.3837471783296,0.61976511800238,-7.84308329492057E-02
9831,Alden State Bank,,334401,13384,7307,3501,2229,0.096401028277635,-6.33680097164281E-03,0,-1.28105764118857E-03,,-1.28105764118857E-03,-0.104554455445545,1.49763531266421,,1.49763531266421,,240598,216911,33,22080,4986,89,2.84392807836165,4.8772753218748,0,2.50349624036574,,2.50349624036574,3.26086956521739,2.2864019253911,,2.2864019253911,,12.0472526674893,NA,18.6771704517619,4.34584376829946,52.766628440367,0.47891575418089,3.10588551314265E-02
3931,"Alerus Financial, National Association",ALERUS FINANCIAL CORP,2174683,39642,7395,19869,14600,0.298274635513538,-2.17470097861544E-02,0,-2.17438450479242E-02,-7.98274991971372E-02,-2.70661021880688E-03,0.954423234249493,0.044518381405375,,0.044518381405375,,1721728,1105091,34988,494596,89136,17785,0.264986676022065,0.233894736257295,0,0.146089836525314,8.95925638172032E-02,0.162644980669244,0.565309869064853,2.13157422365823E-02,,2.13157422365823E-02,,9.12414457702064,NA,11.6960520931557,4.35638700768265,70.1878303902823,4.69769101868974,0.269615638587742
13080,Algonquin State Bank,FIRST ALGONQUIN CO,149676,5876,3285,627,331,0,0,0,-0.393287886733089,0,-0.442303911932377,0,0,,0,,77903,39393,0,2547,18586,18004,0.192283203871132,0,0,0.684558890198567,0,0.774120783348713,0,0,,0,,10.18236661501,NA,16.1930289247913,3.2046708404096,86.9273301737757,0.669191657870591,-0.128445429721321
20093,All America Bank,,414388,12436,6849,3080,3230,0,0.864419720767888,0,0,0,0,0,0.395343729409181,,0.395343729409181,,334138,251157,52160,21806,10167,1928,0.705181811172595,0.179951020849964,0,0.995456890801777,0,1.0376492194674,4.58589379069981E-03,0.324579521982886,,0.324579521982886,,9.61447315751862,NA,11.954583283795,5.55991767696858,58.3087221894074,0.651871983369157,0.347742935404389
