 FDIC Cert, Institution Name, Bank Holding Company, Total Assets, Cash and due from depository institutions, Interest-Bearing bank balances, Loan Loss Allowance, Net Income,  Percent Net Loans Charged-off:Construction & development,  Percent Net Loans Charged-off: Commercial real estate,  Percent Net Loans Charged-off: Multi-family residential,  Percent Net Loans Charged-off: 1-4 family residential,  Percent Net Loans Charged-off: Home equity loans,  All other 1-4 family - Percent of loans charged-off,  Percent Net Loans Charged-off: Commercial and industrial,  Percent Net Loans Charged-off: Loans to individuals,  Percent Net Loans Charged-off: Credit card loans,  Percent Net Loans Charged-off: Other loans to individuals,  Percent Net Loans Charged-off:Coml. RE not secured by RE, Net Loans, All real estate loans,  Farm loans,  Commercial and industrial loans,  Loans to individuals, All Other Loans and Leases,  Noncurrent loans to loans,  Percent Loans Noncurrent: Commercial real estate,  Percent Loans Noncurrent: Multifamily residential,  Percent Loans Noncurrent: 1-4 family residential,  Percent Loans Noncurrent: Home equity loans,  Percent of loans noncurrent - All other family,  Percent Loans noncurrent:Commercial and industrial loans,  Percent Loans Noncurrent: Loans to individuals,  Percent Loans Noncurrent: Credit card loans,  Percent Loans Noncurrent: Other loans to individuals,  Percent Loans Noncurrent:Commercial RE not secured by RE, Tier 1 leverage ratio, Tier 1 Risk-Based ratio, Total risk-based ratio, Yield on Earnings Assets, Efficiency Ratio, Non-Interest Income to Average Assets, Net charge-offs to loans and leases
31249,1st United Bank,J&B FINANCIAL HOLDINGS INC,143146,13743,12830,674,1624,0,0,0,0,0,0,0,0,,0,,76385,50906,5618,16479,2575,1481,0.266029925122309,0.195864251007571,0,1.05575489925476,0,1.3947128532361,0,0,,0,,11.2968602633606,NA,17.3549249172818,4.18256530430421,59.5146612740142,0.998327224596064,0
9751,21st Century Bank,DOLPHIN FAMILY MANAGEMENT CO,509098,11448,9945,2331,5139,0,0,0,0,0,0,0.238848397668797,0,,0,,430111,336325,20,94969,686,442,0.524694641131065,0.370635014470701,0,0,0,0,1.43415219703272,0,,0,,12.0999599742443,NA,17.1729732303964,4.45831264894277,52.1909331986362,0.962964716529479,4.87686437234337E-02
16910,22nd State Bank,FEB BANCSHARES INC,135032,8183,4706,1501,-1173,-0.179851618705036,1.67198992302309,0,-1.10113488551352E-02,0,-1.17654498926376E-02,-0.025198204583038,1.02061934585943,,1.02061934585943,,95016,74975,7332,10647,2575,988,2.51043857558772,7.39681086442359,0,1.3098278276629,0.600085726532362,1.35840863748386,0,7.76699029126214E-02,,7.76699029126214E-02,,10.672157965732,NA,17.0574922702594,4.84754565776709,108.932038834951,0.223210282057259,0.524194678173502
91005,5Star Bank,LITTLE LONDON BCORP,250706,3666,52,2879,1955,0,0,0,0,0,0,0,0,,0,,219893,205646,0,17481,505,38,2.72723208297939E-02,0,0,0,0,0,0.348950288885075,0,,0,,16.3493864603677,NA,18.2893643585336,5.76521410388066,60.9623817216709,0.430585419965469,0
35029,AB&T,COMMUNITY CAPITAL BANCSHARES,191573,18317,7861,1933,1501,0,-2.83775946194735E-03,0,0.209252878275026,0.863474657665816,0.031763908845229,-0.014824224314652,0,,0,,165165,120956,7054,34992,4083,13,7.95940107003076E-02,1.54631204577084E-02,0,0.287986834887548,0,0.362423057009722,0,0,,0,,8.92918926687497,NA,11.4560050948237,4.82949615260891,66.7060212514758,0.551339244172369,5.15319555463433E-02
32257,Abacus Federal Savings Bank,,335290,35626,32014,2941,1242,,0,0,0,0,0,0,0,0,0,,287103,290825,0,18,144,0,0.078697673779241,0,0,0.109027371107271,0,0.111468068535826,0,0,0,0,,12.2973806041412,NA,23.3172933795948,4.40951971834989,81.5853529474018,0.490077943378474,4.65361817678897E-03
30332,Abbeville Building & Loan (A State-Chartered Savings Bank),,53548,1621,1284,513,108,0,,,0,0,0,,0,,0,,44109,44601,0,0,21,0,2.70494374971987,,,4.88980716253444,2.10711150131694,5.1727215924306,,0,,0,,27.9002639624756,NA,38.0400790573166,5.02404353132847,93.3509467195068,1.75907052694572,0
30619,"Abbeville First Bank, SSB",,78683,5683,4848,601,315,0,-3.54035056313866,0,0.150216881044033,0,0.15539975344615,10.175448959793,-0.421596837944664,,-0.421596837944664,,46473,44073,0,2351,638,12,0.301652716998768,0,0,0.408327582240626,0,0.422292273835722,0,0,,0,,11.0336878503694,NA,21.5585605129318,4.36127245379575,84.4168260038241,0.432967091973714,0.11495328110013
19795,AbbyBank,ABBY BCORP INC,527025,22749,12882,5499,2468,0,1.10472426428703E-03,0,0.176229803331738,0.982597230618649,8.76752310226328E-02,0.184624971151627,0.213456073644187,,0.213456073644187,0,396305,351416,28558,17196,2408,2226,0.769778299867597,0,0,1.74193693491071,1.28062360801782,1.79375562894026,0,0.95514950166113,,0.95514950166113,0,8.87476354680757,NA,11.9501449167137,4.5970934616101,67.1647480368987,0.282208688046647,3.49070733274552E-02
26590,ABINGTON BANK,HOMETOWN FINANCIAL GROUP MHC,577410,15854,5152,324,1385,0,0,0,0,0,0,0,0,,0,,448217,438155,0,9615,757,14,0.334417589473426,0.109373291042327,0,0.544508764274046,0.242671325956125,0.557014562813949,0,0,,0,,11.1589144140488,NA,16.5845670430046,4.30978125805064,74.5559502664298,0.210779278078446,8.09043716758849E-04
19600,"Academy Bank, National Association",DICKINSON FINANCIAL CORP II,1619130,84202,36464,18071,14026,-0.41418316968991,8.55469494064029E-03,0,3.0386872542875E-03,2.44115896919485E-02,0,-0.013508569185128,8.83664883495494,1.20189997399671,10.8308551246349,0,1326267,910669,1125,343993,15674,72877,0.579839296367431,0.195508148475658,0,0.393004519551975,0.540443808160344,0.373503500707716,1.41281944690735,0.127599846880184,0.244157656086502,0.101506988365737,0,14.8204726375494,NA,17.9950867334716,4.8824407124513,69.7481989550487,4.13780550383293,0.439282091433396
4061,ACB Bank,ALFALFA COUNTY BANCSHARES INC,129988,3111,1037,2122,1662,0,0,,0,,0,0,0.304667237932019,,0.304667237932019,,98117,53919,34055,9297,2678,290,3.58144035754547,9.92248062015504E-02,,3.07704603580563,,3.07704603580563,1.39830052705174,2.01643017176998,,2.01643017176998,,10.7595818815331,NA,13.526041160838,5.32056843465155,43.9925633279108,0.582708901406087,0.42691084096684
58727,Access Bank,3MV BCORP INC,637935,78839,66079,6853,5022,0,0,0,0,0,0,-0.544762798163464,0,,0,0,464411,363664,6276,95943,1901,3480,0.071085421334963,0,0,0,0,0,0.349165650438281,0,,0,,10.9843393730451,NA,12.3060854934839,5.0058745611467,66.4261850578608,0.893278045408564,-0.110782310588589
58562,AccessBank Texas,ACCESS BCORP INC,424206,24269,19622,4017,1864,0,-8.09548867615212E-02,0,0,0,0,-2.39793772200213E-02,0.055306439904594,0.504878510571158,0,,315400,261840,1792,46465,9232,88,1.03156688592029,0,0,0,0,0,7.0913590874852,0,0,0,,9.29661792721245,NA,12.7361249330169,4.82115501503397,76.2723521320495,0.397688353335355,-3.40097654129274E-02
7506,ACNB Bank,ACNB CORP,1721986,117715,94716,13924,18386,0,-1.48943276886144E-03,0,6.46200448312769E-02,0.261885122184683,1.29584379318764E-02,8.63765399128172E-02,1.01388065481429,,1.01388065481429,,1277371,1113633,6818,78551,13943,78350,0.37768286874804,0.526396144629498,0,0.387794145781519,0.369421057912452,0.392670473940189,0.096752428358646,3.58602883167181E-02,,3.58602883167181E-02,,9.97243887961726,NA,14.868620701508,4.52603368006598,56.0951455585037,0.679695530792337,4.78930398086084E-02
18489,Adams Bank & Trust,ADAGE LLC,825247,36735,23133,11376,7850,0,4.01574613424573E-02,0,2.12765023747165E-03,0,2.46282010727389E-03,3.93427458929637E-02,0.566820774917554,,0.566820774917554,,735904,474473,167236,80714,16097,8760,0.210362916175998,0,0,4.03341529440053E-02,0,4.68118433963793E-02,0.389027925762569,0.385164937566006,,0.385164937566006,,11.2050368118231,NA,13.3272987035707,5.72518452385875,66.1348414002275,0.799520375974338,0.05039352047259
90140,Adams Community Bank,,618218,11664,4120,3751,3073,0,0,0,0.125607885786327,8.92212463404433E-02,0.128305102611512,-0.120677697638241,1.02332910070826,,1.02332910070826,0,520342,506118,0,9028,8830,117,0.51040559595339,1.41842048166631,1.88096197769716,0.447599008409774,6.44789086096311E-02,0.474561860225172,5.53832521045636E-02,1.13250283125708E-02,,1.13250283125708E-02,0,8.53491805968245,NA,14.8307773027698,4.26995626818891,80.0645464936462,0.364391420064208,0.122787704786577
14311,Adams County Bank,FIRST KENESAW CO,179770,4752,3793,1211,2013,0,0,0,0,,0,-3.60302661802459E-02,0,,0,,110861,47620,55501,6623,1373,954,0.197194660575344,0,0,0,,0,3.32175751170165,0,,0,,9.82586361013363,NA,14.0395819636825,4.58760445530937,44.8908061472095,0.126390979203483,-2.52492638077473E-03
9812,Adams State Bank,,51187,4065,2348,299,538,0,0,,0,,0,0,-0.317944437820436,,-0.317944437820436,0,34650,18507,11431,2813,2137,61,4.57809951643824E-02,0,,0,,0,0,0.748713149274684,,0.748713149274684,0,19.3513470962155,NA,22.8620425109436,4.58698780623519,60.5035971223022,0.280972360972361,-0.019086952787242
28380,Adirondack Bank,ADIRONDACK BCORP INC,901728,64245,0,3038,5071,0,0.148000253021464,0,1.55350552430666E-02,0,1.90836061760865E-02,0.216173225175172,0.708451649217607,,0.708451649217607,,521081,415356,0,98679,10983,0,2.26297003150368,5.4889884438038,0,1.5346106071442,0.468101330170296,1.7650990121671,1.10661842945308,9.10498042429209E-02,,9.10498042429209E-02,,7.82474653830223,NA,16.3895256181028,4.09256148391222,80.1337074942225,0.578178946213501,0.102173751791156
27015,Admirals Bank,LAZARES&COMPANY LLC,216403,23546,22258,1690,-6602,-19.4820091324201,0,0,0.394459777721549,0,0.412412572114651,0,0.939562602451246,,0.939562602451246,,184395,140107,0,3187,42791,0,0.392831233038665,0,0,1.78060981419724,0,1.83306256322227,3.13774709758393E-02,0.30847608141899,,0.30847608141899,,15.9134271129282,NA,19.819013903965,5.60167709883519,195.39755351682,0.326204252024748,0.259696615474844
8251,Adrian Bank,ADRIAN BANCSHARES INC,142519,12508,8109,1193,2806,0,-2.85799006823622E-02,,8.62295199770049E-02,,8.62295199770049E-02,0.080612671621111,0.190485034645332,,0.190485034645332,,93189,61300,15955,9592,7295,240,0.93979784280901,1.70358996856036,,9.10300399131713E-02,,9.10300399131713E-02,0,0.191912268677176,,0.191912268677176,,12.0008791333447,NA,18.0955709791781,4.80187672358689,43.5390453365289,0.568459790749208,4.08845019191524E-02
8822,Adrian State Bank,ADRIAN BUILDING CORP,51761,4840,4127,460,779,0,0,0,0,,0,0,0,,0,,43111,17971,21672,3322,599,7,1.51935920681187,0,0,0,,0,0.240818783865141,0.834724540901503,,0.834724540901503,,9.78052207643136,NA,12.2742041762287,5.25049021749306,50.6873879258817,0.215098713856786,-0.022360621960277
18152,Advantage Bank,SPENCER BANCSHARES INC,58055,1500,0,425,-148,0,0,0,0,,0,4.18260906099013,0.337473106939464,,0.337473106939464,,33397,29329,290,3141,1106,25,1.54023191997876,2.30889235569423,0,0.237798663797984,,0.237798663797984,2.41961158866603,0,,0,,13.3404500766198,NA,20.6024703806403,5.6245517823244,98.6504723346829,0.786338978800313,0.444655661163915
10375,Advantage Community Bank,ADVANTAGE CMTY BANCSHARES INC,148769,22393,19202,1160,1398,0,0,0,-1.10208298892379E-02,-7.22802737683811E-02,0,0,0,,0,,91961,69386,6177,13892,3044,622,0,0,0,0,0,0,0,0,,0,,12.7938068892886,NA,19.5813293384846,4.04667696557145,55.4787759131293,0.403234409593783,-2.88878356602164E-03
34885,"Affiliated Bank, National Association",SBH MANAGER LLC,950580,103026,94750,3376,5202,0,0,0,0,0,0,-8.7596563938878E-03,0.280163899978987,,0.280163899978987,0,783055,653751,0,118161,4993,11036,3.93430472586145E-03,0,0,0,0,0,0,0,,0,,11.8775865700445,NA,12.9602515871574,6.24912100498251,76.0451910912354,1.16054467007976,7.45359497037471E-04
57264,AFFINITY BANK,ABB FINANCIAL GROUP INC,328102,23576,19603,2820,1758,0,0,0,0,,0,0.12488629858979,-2.99979108075532,,-2.99979108075532,,254380,117100,0,139842,570,0,2.95131877349405E-02,0,0,0,,0,0.054347048812231,0,,0,,9.83223166509286,NA,11.717166851878,4.68210824116078,68.1560564122842,0.104052707023572,5.98345759669352E-02
35267,AIG Federal Savings Bank,,37651,3404,0,0,2418,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,97.6584578118692,NA,555.362413906199,2.60123727759114,30.4225959465287,14.8441074661254,
3304,AIMBank,AIM BANCSHARES INC,1545971,70372,41763,12076,15855,0,9.51922485268709E-02,0,9.72915324781755E-03,,9.72915324781755E-03,0.103602880232076,0.239457614942529,,0.239457614942529,,999627,677979,102082,211085,14148,6504,4.99111976018905E-02,0.161885436401463,0,0,,0,0,0,,0,,9.60589499760834,NA,14.5052324096425,5.23227993715385,54.5730055193176,0.654846628516117,7.73459360933264E-02
35314,Alamerica Bank,ALAMERICA BANCCORP INC,20738,5090,4405,162,-735,0,5.12882412938948,0,0,0,0,-0.624862331575864,38.3490969899666,,38.3490969899666,,11910,9801,0,2082,136,69,6.3699536730642,0,0,20.5196892579695,0,50.0326583932071,0,2.94117647058824,,2.94117647058824,,17.213391951302,NA,22.8471540726202,5.21181561618062,287.022900763359,-0.687691535248876,1.78610887211216
13947,Alamosa State Bank,ALAMOSA BCORP LTD,265248,67599,61296,2185,4169,0,0.330343329686595,0,0,0,0,6.13622765973767E-02,0.153775098296199,0,0.157110873058382,,123742,89426,15296,10496,10401,420,0.263410531660835,1.10280561793987,0,0,0,0,0,2.88433804441881E-02,0,2.93599530240752E-02,,10.3414277745917,NA,20.336317181894,4.16805838456655,43.7197751927853,0.238358796205941,0.097193468435632
17230,Albany Bank and Trust Company National Association,ALBANK CORP,610338,109205,101342,5023,4275,0,0,0,0,0,0,-9.82099426412315E-02,-0.979767299448867,,-0.979767299448867,0,435552,400666,0,39741,386,12,0.37703746554599,0.883800464577498,0,0.841783049550411,0,1.08182533438238,0,0,,0,0,16.0432058432891,NA,22.0348164804313,4.15639178797357,59.5956333570183,0.111848406182658,-9.26868265554397E-03
17622,Alden State Bank,,217925,7338,1012,2716,1954,-6.36761984359143E-02,0.24088707389545,0,-0.271060121585347,-1.67589479307419E-02,-0.318431684744751,0.252547410196857,0.133430072554416,0,0.14634762087701,,145338,133383,0,8908,5173,590,0.283004849581909,0.480354540317064,0,0.121535264829263,0,0.145430662413211,0.213291423439605,0.2899671370578,0,0.31692372702303,,12.4639748619237,NA,17.3964600444367,4.89264881865497,56.9362538612749,0.658016456668157,3.17038290124463E-02
9831,Alden State Bank,,346446,13345,6263,3288,3679,0,1.71945016882693,0,0.118966838112017,,0.118966838112017,2.3566474198074,1.41430086788814,,1.41430086788814,,274645,243935,32,29289,4527,150,4.05205571126854,6.75373134328358,0,4.75184209944018,,4.75184209944018,7.16992727645191E-02,0.176717472940137,,0.176717472940137,,12.8011139475516,NA,19.239110053074,4.84306181556871,50.8813058956325,0.47143013578143,0.569512389053254
3931,"Alerus Financial, National Association",ALERUS FINANCIAL CORP,2225753,61174,24790,22984,25345,-8.3496939238802E-03,-5.47442183527737E-02,0,4.36004086154084E-03,6.72738773391054E-02,-1.16910591478217E-02,1.2577640256107,0.551423909795511,,0.551423909795511,,1729124,1174573,35882,435522,92351,13780,0.294045800829629,0.40199824006209,0,0.219473749765565,9.12586209475936E-02,0.249821619219445,0.491823604777715,6.49695184675856E-03,,6.49695184675856E-03,,10.4741703007866,NA,13.0638820769521,4.66878135166002,70.7400551810848,5.10279165703556,0.357016314270234
13080,Algonquin State Bank,FIRST ALGONQUIN CO,133860,11010,9754,631,549,0,0,0,-1.30392899929097E-02,0,-1.53783160322953E-02,0,0,,0,,85943,42880,0,3673,17402,22619,0,0,0,0,0,0,0,0,,0,,11.189696799135,NA,15.5229886191049,3.74794519712647,88.2629107981221,0.397301172736991,-3.12281153751566E-03
20093,All America Bank,,453035,10354,1758,3585,5469,0,0,0,0.182188142427514,0,0.19122755794596,2.81040860849678E-02,0.522898511070069,,0.522898511070069,,368716,274733,60205,25434,10889,1040,1.06311828332451,0.543974389435642,0,0.669272755878829,0,0.697774188664009,9.82936227097586E-02,0.624483423638534,,0.624483423638534,,9.42546868943757,NA,12.1770919266916,6.04227240206293,55.1773669747689,0.479833511123794,0.250144007612642
58629,Allegiance Bank,ALLEGIANCE BANCSHARES INC,4902178,300448,54307,29808,40628,0.010017160507951,6.16320535239109E-03,0,5.83987768614797E-02,0,6.39187680487008E-02,0.201291307898088,0.367700888946658,,0.367700888946657,0,3856196,3131572,5673,638606,44693,67447,0.890305558834884,0.893875821345913,0,0.286404416839199,0,0.314477819999337,1.25053632443165,0.41169758127671,,0.41169758127671,32.9428067523306,10.7265572073409,NA,14.0087498039138,5.51899214123709,59.3347969715001,0.279342837289455,5.34071159901665E-02
