 FDIC Cert, Institution Name, Bank Holding Company, Total Assets, Cash and due from depository institutions, Interest-Bearing bank balances, Loan Loss Allowance, Net Income,  Percent Net Loans Charged-off:Construction & development,  Percent Net Loans Charged-off: Commercial real estate,  Percent Net Loans Charged-off: Multi-family residential,  Percent Net Loans Charged-off: 1-4 family residential,  Percent Net Loans Charged-off: Home equity loans,  All other 1-4 family - Percent of loans charged-off,  Percent Net Loans Charged-off: Commercial and industrial,  Percent Net Loans Charged-off: Loans to individuals,  Percent Net Loans Charged-off: Credit card loans,  Percent Net Loans Charged-off: Other loans to individuals,  Percent Net Loans Charged-off:Coml. RE not secured by RE, Net Loans, All real estate loans,  Farm loans,  Commercial and industrial loans,  Loans to individuals, All Other Loans and Leases,  Noncurrent loans to loans,  Percent Loans Noncurrent: Commercial real estate,  Percent Loans Noncurrent: Multifamily residential,  Percent Loans Noncurrent: 1-4 family residential,  Percent Loans Noncurrent: Home equity loans,  Percent of loans noncurrent - All other family,  Percent Loans noncurrent:Commercial and industrial loans,  Percent Loans Noncurrent: Loans to individuals,  Percent Loans Noncurrent: Credit card loans,  Percent Loans Noncurrent: Other loans to individuals,  Percent Loans Noncurrent:Commercial RE not secured by RE, Tier 1 leverage ratio, Tier 1 Risk-Based ratio, Total risk-based ratio, Yield on Earnings Assets, Efficiency Ratio, Non-Interest Income to Average Assets, Net charge-offs to loans and leases
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
4829,1880 Bank,DELMARVA BANCSHARES INC,377321,56894,49561,2183,554,0.856836843984291,0,0,0,0,0,0.154380548050946,0.21327645961077,,0.21327645961077,0,246687,226721,2409,17641,1901,198,0.290111303089967,0,0,0.299005902454178,0.297981850196397,0.299084967320261,0,0,,0,0,13.9376396478487,NA,20.8887655252489,3.89648992180533,69.4110753003223,0.434157443259586,3.20390235306603E-02
57899,1st Advantage Bank,BANC INVESTORS LLC,108248,8746,8240,839,138,0,0,0,0,0,0,0,0,,0,,92422,77981,0,14724,106,450,2.68064893149334E-02,0,0,0.200192184497117,0,0.221827861579414,0,0,,0,,10.6117159622914,NA,13.4858564551896,4.5677310666973,83.3710407239819,6.16324440436321E-02,0
22039,1st Bank,1ST UNITED BCORP INC,48935,26817,25748,288,948,,0,,0,,0,0,0,,0,,20737,6116,11804,2380,633,92,0,0,,0,,0,0,0,,0,,9.12382189166322,NA,22.7544632506376,3.88124730322771,56.6739606126915,0.381535282077778,0
4122,1st Bank in Hominy,,41274,11027,10079,241,82,0,0,,0,,0,0,-0.528227137669198,,-0.528227137669198,,19251,8284,1908,5709,2993,598,2.33429099117587,0,,0.768277571251549,,0.768277571251549,6.56857593273778,1.20280654861343,,1.20280654861343,,9.16535981878376,NA,,4.37759336099585,76.9047619047619,0.678282666928805,-8.43192537746041E-02
30367,1st Bank of Sea Isle City,SEA ISLE FINANCIAL CORP MHC,237811,38095,32175,1231,215,0,0,0,0,0,0,0,0,,0,,168971,169596,0,158,481,0,1.05501218903281,5.34343957440799,0,0.492570457695575,0.126953125,0.522774577665908,0,0,,0,,11.5869656142663,NA,21.2530685197683,3.92260776413622,87.0190078813166,0.157968360600197,0
57298,1st Bank Yuma,WESTERN ARIZONA BCORP INC,399824,87740,79999,2965,1421,0,0,0,-8.39689314953467E-02,-0.294478527607362,0,0,2.97951582867784,,2.97951582867784,0,253075,209329,2403,39478,1024,4987,0.187776270211219,6.91400625432125E-02,0,2.64441773315421,2.72749814034218,2.61127596439169,0,0,,0,0,9.17645725705515,NA,13.23216652454,4.98579759940968,60.8078384323135,0.803928000541506,0.150075707834756
32487,1st Cameron State Bank,C&M BANCSHARES INC,53709,15281,13456,250,40,0,0,,0,0,0,0,0,,0,,21062,19762,322,278,950,0,1.23404654654655,0,,1.74345376201525,0,1.79583475588938,0,0,,0,,10.4955877567428,NA,28.9467037130589,3.20246708575495,87.4384236453202,0.22542407904871,0
58485,1st Capital Bank,,645760,36654,19178,7431,608,0,0,0,0,0,0,-0.104849279161206,0,,0,0,523056,467516,7395,50460,1,5115,9.27449683027105E-02,0,0,0,0,0,0.975029726516052,0,,0,0,10.7681830606921,NA,14.9096053575508,4.08386171759119,73.0537948967983,0.178451514862827,-9.21857235042866E-03
35456,1st Colonial Community Bank,1ST COLONIAL BCORP INC,578731,43255,42262,5493,33,4.77224085851763,4.23284836289898,0,0.132816298457196,-8.5672367448784E-03,0.164815322007935,14.6399150147321,1.01962783583992,,1.01962783583992,,425571,400226,0,24227,3852,2759,1.48098658203886,2.98677965749655,0,0.546246082090286,0.465116279069767,0.564786139790609,8.74643992240063,0,,0,,8.05812552509462,NA,14.1778255200859,4.25602469297345,76.4608902729438,0.570701944321888,2.25882749081913
